--------- beginning of system
09-10 20:07:45.366   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:45.385   720   750 W ActivityManager: Slow operation: 53ms so far, now at startProcess: done updating battery stats
09-10 20:07:45.385   720   750 W ActivityManager: Slow operation: 53ms so far, now at startProcess: building log message
09-10 20:07:45.385   720   750 I ActivityManager: Start proc 1282:com.android.se/1068 for added application com.android.se
09-10 20:07:45.385   720   750 W ActivityManager: Slow operation: 53ms so far, now at startProcess: starting to update pids map
09-10 20:07:45.387   720   750 W ActivityManager: Slow operation: 56ms so far, now at startProcess: done updating pids map
09-10 20:07:45.387   720   750 W ActivityManager: Slow operation: 55ms so far, now at startProcess: asking zygote to start proc
09-10 20:07:45.387   720   750 W ActivityManager: com.android.mms.service inode == 0 or app uninstalled with keep-data
09-10 20:07:45.387   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:45.409   720   750 W ActivityManager: Slow operation: 76ms so far, now at startProcess: returned from zygote!
09-10 20:07:45.424   720   750 W ActivityManager: Slow operation: 92ms so far, now at startProcess: done updating battery stats
09-10 20:07:45.424   720   750 W ActivityManager: Slow operation: 92ms so far, now at startProcess: building log message
09-10 20:07:45.424   720   750 I ActivityManager: Start proc 1284:com.android.phone/1001 for added application com.android.phone
09-10 20:07:45.424   720   750 W ActivityManager: Slow operation: 92ms so far, now at startProcess: starting to update pids map
09-10 20:07:45.425   720   750 W ActivityManager: Slow operation: 92ms so far, now at startProcess: done updating pids map
09-10 20:07:45.436   720   750 W ActivityManager: com.google.android.googlesdksetup inode == 0 or app uninstalled with keep-data
09-10 20:07:45.436   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:45.452   720   750 I ActivityManager: Start proc 1307:com.google.android.googlesdksetup/u0a189 for top-activity {com.google.android.googlesdksetup/com.google.android.googlesdksetup.DefaultActivity}
09-10 20:07:45.779   720   750 W ActivityManager: com.android.emulator.multidisplay inode == 0 or app uninstalled with keep-data
09-10 20:07:45.779   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:45.792   720   750 I ActivityManager: Start proc 1379:com.android.settings/1000 for broadcast {com.android.settings/com.android.settings.safetycenter.SafetySourceBroadcastReceiver}
09-10 20:07:45.815   720   720 W ActivityManager: Unable to start service Intent { act=android.service.contentcapture.ContentCaptureService xflg=0x4 cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiContentCaptureService } U=0: not found
09-10 20:07:45.815   720   720 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@81da73a
09-10 20:07:45.816   720   720 W ActivityManager: Unable to start service Intent { act=android.service.contentcapture.ContentCaptureService xflg=0x4 cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiContentCaptureService } U=0: not found
09-10 20:07:45.816   720   720 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@21bfbe1
09-10 20:07:45.962   720   735 W ActivityTaskManager: callingPackage for (uid=-1, pid=0) has no WPC
09-10 20:07:45.978   720   735 I ActivityTaskManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10000100 cmp=com.google.android.apps.nexuslauncher/.NexusLauncherActivity (has extras)} with LAUNCH_SINGLE_TASK from uid 0 (BAL_ALLOW_ALLOWLISTED_UID) result code=0
09-10 20:07:45.984   720   750 W ActivityManager: com.google.android.apps.nexuslauncher inode == 0 or app uninstalled with keep-data
09-10 20:07:45.984   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:45.994   720   720 W ActivityManager: Unable to start service Intent { act=android.service.contentcapture.ContentCaptureService xflg=0x4 cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiContentCaptureService } U=0: not found
09-10 20:07:45.994   720   720 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@caa7c7e
09-10 20:07:45.994   720   720 W ActivityManager: Unable to start service Intent { act=android.service.contentcapture.ContentCaptureService xflg=0x4 cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiContentCaptureService } U=0: not found
09-10 20:07:45.994   720   720 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@880b4f5
09-10 20:07:45.995   720   720 W ActivityManager: Unable to start service Intent { act=android.service.systemcaptions.SystemCaptionsManagerService xflg=0x4 cmp=com.google.android.as/com.google.android.apps.miphone.aiai.captions.SystemCaptionsManagerService } U=0: not found
09-10 20:07:45.996   720   750 I ActivityManager: Start proc 1447:com.google.android.apps.nexuslauncher/u0a191 for top-activity {com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity}
09-10 20:07:46.014   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:46.040   720   734 I ActivityManager: Start proc 1455:com.google.android.gms.persistent/u0a155 for broadcast {com.google.android.gms/com.google.android.gms.chimera.GmsIntentOperationService$PersistentTrustedReceiver}
09-10 20:07:46.182   720   805 W ActivityManager: Receiver with filter android.content.IntentFilter@9101d64 already registered for pid 1132, callerPackage is com.android.systemui
--------- beginning of main
09-10 20:07:46.418   720   739 I ActivityTaskManager: Displayed com.google.android.apps.nexuslauncher/.NexusLauncherActivity for user 0: +451ms
09-10 20:07:46.438   720  1237 W ActivityManager: Unable to start service Intent { act=com.google.android.gms.magictether.BIND xflg=0x4 pkg=com.google.android.gms } U=0: not found
09-10 20:07:13.445   720   805 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService xflg=0x4 cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-10 20:07:13.698   720  1548 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService xflg=0x4 cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-10 20:07:13.716   720   720 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@9f3dba
09-10 20:07:13.844   720  1548 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService xflg=0x4 cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-10 20:07:13.844   720   720 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@fc8755e
09-10 20:07:13.879   720   720 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@ed3f8ed
09-10 20:07:14.913   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:14.965   720   750 W ActivityManager: Slow operation: 54ms so far, now at startProcess: returned from zygote!
09-10 20:07:14.965   720   750 W ActivityManager: Slow operation: 64ms so far, now at startProcess: done updating battery stats
09-10 20:07:14.977   720   750 W ActivityManager: Slow operation: 75ms so far, now at startProcess: building log message
09-10 20:07:14.977   720   750 I ActivityManager: Start proc 1590:com.google.android.gms/u0a155 for service {com.google.android.gms/com.google.android.gms.chimera.GmsIntentOperationService}
09-10 20:07:14.977   720   750 W ActivityManager: Slow operation: 75ms so far, now at startProcess: starting to update pids map
09-10 20:07:14.985   720   750 W ActivityManager: Slow operation: 84ms so far, now at startProcess: done updating pids map
09-10 20:07:15.338   720  1115 I ActivityTaskManager: Config changes=3 {1.0 310mcc260mnc [en_US] ldltr sw411dp w411dp h731dp 420dpi nrml long compactNeeded port finger qwerty/v/v dpad/v winConfig={ mBounds=Rect(0, 0 - 1080, 1920) mAppBounds=Rect(0, 0 - 1080, 1920) mMaxBounds=Rect(0, 0 - 1080, 1920) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} s.10 fontWeightAdjustment=0}
09-10 20:07:15.469   720  1196 W ActivityManager: Unable to start service Intent { act=com.google.android.chimera.BoundService.START dat=chimera-action: xflg=0x4 cmp=com.google.android.gms/.chimera.PersistentApiService } U=0: not found
09-10 20:07:15.488   720  1548 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@5b1103c
09-10 20:07:15.893   720   750 W ActivityManager: com.google.android.cellbroadcastreceiver inode == 0 or app uninstalled with keep-data
09-10 20:07:15.893   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:15.905   720   804 W ActivityManager: Unable to start service Intent { act=com.google.android.chimera.BoundService.START dat=chimera-action: xflg=0x4 cmp=com.google.android.gms/.chimera.PersistentApiService } U=0: not found
09-10 20:07:15.906   720   804 W ActivityManager: Unbind failed: could not find connection for android.os.BinderProxy@d130c90
09-10 20:07:15.919   720   750 I ActivityManager: Start proc 1661:com.google.android.cellbroadcastreceiver/u0a219 for broadcast {com.google.android.cellbroadcastreceiver/com.android.cellbroadcastreceiver.CellBroadcastReceiver}
09-10 20:07:16.143   720   742 I ActivityManager: About to commit checkpoint
09-10 20:07:16.194   720   750 W ActivityManager: com.android.cellbroadcastreceiver inode == 0 or app uninstalled with keep-data
09-10 20:07:16.194   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:16.216   720   739 I ActivityTaskManager: Config changes=80000000 {1.0 310mcc260mnc [en_US] ldltr sw411dp w411dp h731dp 420dpi nrml long compactNeeded port finger qwerty/v/v dpad/v winConfig={ mBounds=Rect(0, 0 - 1080, 1920) mAppBounds=Rect(0, 0 - 1080, 1920) mMaxBounds=Rect(0, 0 - 1080, 1920) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} as.2 s.23 fontWeightAdjustment=0}
09-10 20:07:16.370   720   750 W ActivityManager: Slow operation: 177ms so far, now at startProcess: done updating battery stats
09-10 20:07:16.370   720   750 W ActivityManager: Slow operation: 177ms so far, now at startProcess: building log message
09-10 20:07:16.370   720   750 I ActivityManager: Start proc 1707:com.android.cellbroadcastreceiver/u0a107 for content provider {com.android.cellbroadcastreceiver/com.android.cellbroadcastreceiver.LegacyCellBroadcastContentProvider}
09-10 20:07:16.370   720   750 W ActivityManager: Slow operation: 177ms so far, now at startProcess: starting to update pids map
09-10 20:07:16.370   720   750 W ActivityManager: Slow operation: 177ms so far, now at startProcess: done updating pids map
09-10 20:07:16.371   720   750 W ActivityManager: com.google.android.inputmethod.latin inode == 0 or app uninstalled with keep-data
09-10 20:07:16.371   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:16.401   720   750 I ActivityManager: Start proc 1720:com.google.android.inputmethod.latin/u0a166 for service {com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME}
09-10 20:07:17.064   720   750 W ActivityManager: com.google.android.ext.services inode == 0 or app uninstalled with keep-data
09-10 20:07:17.072   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:17.109   720   750 W ActivityManager: Slow operation: 61ms so far, now at startProcess: returned from zygote!
09-10 20:07:17.110   720   750 W ActivityManager: Slow operation: 61ms so far, now at startProcess: done updating battery stats
09-10 20:07:17.111   720   750 W ActivityManager: Slow operation: 62ms so far, now at startProcess: building log message
09-10 20:07:17.111   720   750 I ActivityManager: Start proc 1757:com.google.android.ext.services/u0a211 for on-hold
09-10 20:07:17.111   720   750 W ActivityManager: Slow operation: 62ms so far, now at startProcess: starting to update pids map
09-10 20:07:17.115   720   750 W ActivityManager: Slow operation: 67ms so far, now at startProcess: done updating pids map
09-10 20:07:17.115   720   750 W ActivityManager: com.android.devicelockcontroller inode == 0 or app uninstalled with keep-data
09-10 20:07:17.115   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:17.161   720   750 I ActivityManager: Start proc 1769:com.android.devicelockcontroller/u0a215 for broadcast {com.android.devicelockcontroller/com.android.devicelockcontroller.receivers.RecordBootTimestampReceiver}
09-10 20:07:17.161   720   750 W ActivityManager: Slow operation: 53ms so far, now at startProcess: starting to update pids map
09-10 20:07:17.184   720   750 W ActivityManager: Slow operation: 75ms so far, now at startProcess: done updating pids map
09-10 20:07:17.389   720   750 W ActivityManager: com.google.android.apps.wellbeing inode == 0 or app uninstalled with keep-data
09-10 20:07:17.389   720   750 W ActivityManager: com.google.android.gms inode == 0 or app uninstalled with keep-data
09-10 20:07:17.423   720   750 I ActivityManager: Start proc 1794:com.google.android.apps.wellbeing/u0a159 for broadcast {com.google.android.apps.wellbeing/com.google.android.apps.wellbeing.common.receiver.coalescedreceivers.LockedBootCompletedCoalescedBroadcast_Receiver}
09-10 20:07:18.231   720   750 I ActivityManager: Start proc 1840:com.google.android.providers.media.module/u0a217 for service {com.google.android.providers.media.module/com.android.providers.media.fuse.ExternalStorageServiceImpl}
09-10 20:07:18.344   720   750 I ActivityManager: Start proc 1860:com.google.android.googlequicksearchbox:interactor/u0a158 for service {com.google.android.googlequicksearchbox/com.google.android.voiceinteraction.GsaVoiceInteractionService}
09-10 20:07:18.654   720  1198 W ActivityManager: Slow operation: 60ms so far, now at attachApplicationLocked: immediately before bindApplication
09-10 20:07:18.654   720  1198 W ActivityManager: Slow operation: 61ms so far, now at attachApplicationLocked: immediately after bindApplication
09-10 20:07:18.654   720  1198 W ActivityManager: Slow operation: 61ms so far, now at attachApplicationLocked: after updateLruProcessLocked
09-10 20:07:18.665   720  1198 W ActivityManager: Slow operation: 72ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-10 20:07:18.746   720  1196 D ActivityManager: ThemeHomeDelay: Home launch is not delayable, ignoring setThemeOverlayReady() call
09-10 20:07:18.811   720   750 I ActivityManager: Start proc 1885:com.google.android.as/u0a145 for service {com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService}
09-10 20:07:19.500   720   750 W ActivityManager: Slow operation: 59ms so far, now at startProcess: returned from zygote!
09-10 20:07:19.779   720   750 W ActivityManager: Slow operation: 339ms so far, now at startProcess: done updating battery stats
09-10 20:07:19.779   720   750 W ActivityManager: Slow operation: 339ms so far, now at startProcess: building log message
09-10 20:07:19.779   720   750 I ActivityManager: Start proc 1937:com.android.printspooler/u0a137 for service {com.android.printspooler/com.android.printspooler.model.PrintSpoolerService}
09-10 20:07:19.779   720   750 W ActivityManager: Slow operation: 339ms so far, now at startProcess: starting to update pids map
09-10 20:07:19.784   720   750 W ActivityManager: Slow operation: 343ms so far, now at startProcess: done updating pids map
09-10 20:07:19.958   720   750 W ActivityManager: Slow operation: 155ms so far, now at startProcess: returned from zygote!
09-10 20:07:19.963   720   750 W ActivityManager: Slow operation: 176ms so far, now at startProcess: done updating battery stats
09-10 20:07:19.963   720   750 W ActivityManager: Slow operation: 176ms so far, now at startProcess: building log message
09-10 20:07:19.963   720   750 I ActivityManager: Start proc 1960:android.process.media/u0a111 for content provider {com.android.providers.media/com.android.providers.media.LegacyMediaProvider}
09-10 20:07:19.963   720   750 W ActivityManager: Slow operation: 176ms so far, now at startProcess: starting to update pids map
09-10 20:07:19.964   720   750 W ActivityManager: Slow operation: 176ms so far, now at startProcess: done updating pids map
09-10 20:07:19.965   720   739 I ActivityTaskManager: Restoring recents for user 0
09-10 20:07:20.250   720  1548 I ActivityManager: Broadcasting: Intent { act=com.android.emulator.multidisplay.START flg=0x400000 cmp=com.android.emulator.multidisplay/.MultiDisplayServiceReceiver }
09-10 20:07:20.453   720   734 W ActivityManager: Slow operation: 497ms so far, now at startProcess: done updating battery stats
09-10 20:07:20.453   720   734 W ActivityManager: Slow operation: 497ms so far, now at startProcess: building log message
09-10 20:07:20.453   720   734 I ActivityManager: Start proc 1970:com.android.emulator.multidisplay/1000 for added application com.android.emulator.multidisplay
09-10 20:07:20.453   720   734 W ActivityManager: Slow operation: 497ms so far, now at startProcess: starting to update pids map
09-10 20:07:20.504   720   734 W ActivityManager: Slow operation: 547ms so far, now at startProcess: done updating pids map
09-10 20:07:20.528   720   734 W ActivityManager: Slow operation: 75ms so far, now at attachApplicationLocked: before bindApplication
09-10 20:07:20.528   720   734 W ActivityManager: Slow operation: 75ms so far, now at attachApplicationLocked: immediately before bindApplication
09-10 20:07:20.529   720   734 W ActivityManager: Slow operation: 76ms so far, now at attachApplicationLocked: immediately after bindApplication
09-10 20:07:20.529   720   734 W ActivityManager: Slow operation: 76ms so far, now at attachApplicationLocked: after updateLruProcessLocked
09-10 20:07:20.536   720   734 W ActivityManager: Slow operation: 83ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-10 20:07:20.550   720   750 W ActivityManager: Slow operation: 578ms so far, now at startProcess: asking zygote to start proc
09-10 20:07:20.583   720  1196 W ActivityManager: Slow operation: 336ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-10 20:07:20.583   720  1196 W ActivityManager: Slow operation: 336ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-10 20:07:20.587   720  1548 I ActivityManager: Enqueued broadcast Intent { act=com.android.emulator.multidisplay.START flg=0x400000 cmp=com.android.emulator.multidisplay/.MultiDisplayServiceReceiver }: 0
09-10 20:07:20.601   720   750 W ActivityManager: Slow operation: 628ms so far, now at startProcess: returned from zygote!
09-10 20:07:20.707   720   750 W ActivityManager: Slow operation: 734ms so far, now at startProcess: done updating battery stats
09-10 20:07:20.707   720   750 W ActivityManager: Slow operation: 734ms so far, now at startProcess: building log message
09-10 20:07:20.707   720   750 I ActivityManager: Start proc 2000:com.google.android.googlequicksearchbox:search/u0a158 for broadcast {com.google.android.googlequicksearchbox/com.google.android.libraries.assistant.contexttrigger.impl.ContextTriggerBroadcastReceiver_Receiver}
09-10 20:07:20.707   720   750 W ActivityManager: Slow operation: 734ms so far, now at startProcess: starting to update pids map
09-10 20:07:20.797   720   750 W ActivityManager: Slow operation: 825ms so far, now at startProcess: done updating pids map
09-10 20:07:20.797   720   750 W ActivityManager: Slow operation: 242ms so far, now at startProcess: asking zygote to start proc
09-10 20:07:20.925   720   750 W ActivityManager: Slow operation: 370ms so far, now at startProcess: returned from zygote!
09-10 20:07:20.942   720   750 W ActivityManager: Slow operation: 387ms so far, now at startProcess: done updating battery stats
09-10 20:07:20.943   720   750 W ActivityManager: Slow operation: 387ms so far, now at startProcess: building log message
09-10 20:07:20.943   720   750 I ActivityManager: Start proc 2023:android.process.acore/u0a104 for content provider {com.android.providers.contacts/com.android.providers.contacts.ContactsProvider2}
09-10 20:07:20.943   720   750 W ActivityManager: Slow operation: 387ms so far, now at startProcess: starting to update pids map
09-10 20:07:20.956   720   750 W ActivityManager: Slow operation: 400ms so far, now at startProcess: done updating pids map
09-10 20:07:20.957   720   750 W ActivityManager: Slow operation: 377ms so far, now at startProcess: asking zygote to start proc
09-10 20:07:21.054   720   750 W ActivityManager: Slow operation: 474ms so far, now at startProcess: returned from zygote!
09-10 20:07:21.054   720   750 W ActivityManager: Slow operation: 475ms so far, now at startProcess: done updating battery stats
09-10 20:07:21.055   720   750 W ActivityManager: Slow operation: 475ms so far, now at startProcess: building log message
09-10 20:07:21.055   720   750 I ActivityManager: Start proc 2035:com.android.keychain/1000 for service {com.android.keychain/com.android.keychain.KeyChainService}
09-10 20:07:21.056   720   750 W ActivityManager: Slow operation: 476ms so far, now at startProcess: starting to update pids map
09-10 20:07:21.087   720   750 W ActivityManager: Slow operation: 508ms so far, now at startProcess: done updating pids map
09-10 20:07:21.221   720   739 I ActivityManager: Broadcast completed: result=0
09-10 20:07:21.597   720   750 W ActivityManager: Slow operation: 114ms so far, now at startProcess: returned from zygote!
09-10 20:07:21.597   720   750 W ActivityManager: Slow operation: 114ms so far, now at startProcess: done updating battery stats
09-10 20:07:21.597   720   750 W ActivityManager: Slow operation: 114ms so far, now at startProcess: building log message
09-10 20:07:21.597   720   750 I ActivityManager: Start proc 2071:com.android.vending/u0a153 for service {com.android.vending/com.google.android.finsky.splitinstallservice.SplitInstallService}
09-10 20:07:21.597   720   750 W ActivityManager: Slow operation: 114ms so far, now at startProcess: starting to update pids map
09-10 20:07:21.597   720   750 W ActivityManager: Slow operation: 115ms so far, now at startProcess: done updating pids map
09-10 20:07:21.997   720  1810 W ActivityManager: Slow operation: 204ms so far, now at attachApplicationLocked: before bindApplication
09-10 20:07:21.997   720  1810 W ActivityManager: Slow operation: 204ms so far, now at attachApplicationLocked: immediately before bindApplication
09-10 20:07:22.073   720  1810 W ActivityManager: Slow operation: 280ms so far, now at attachApplicationLocked: immediately after bindApplication
09-10 20:07:22.073   720  1810 W ActivityManager: Slow operation: 280ms so far, now at attachApplicationLocked: after updateLruProcessLocked
09-10 20:07:22.105   720  1810 W ActivityManager: Slow operation: 311ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-10 20:07:22.708   720   826 D ActivityManager: freezing 1307 com.google.android.googlesdksetup
09-10 20:07:22.850   720  1416 W ActivityManager: Slow operation: 59ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-10 20:07:22.850   720  1416 W ActivityManager: Slow operation: 59ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-10 20:07:22.914   720   750 W ActivityManager: Slow operation: 135ms so far, now at startProcess: returned from zygote!
09-10 20:07:23.046   720   750 W ActivityManager: Slow operation: 141ms so far, now at startProcess: done updating battery stats
